vendor,title,subsub,extraction,drying,price,size,thc_min,thc_max,cbd_max,plant_type,terpenes,lp,province,availability,assortment,available,handle,url
Juicy Hoots,Grape Giggles Diamond Drizzle Cartridge,Distillate Cartridges,CO2,Rack and Tray,31.95,1g,94.000000,99.000000,1.000000,Hybrid,Caryophyllene,Heritage Cannabis West Corporation,Ontario,online,Shared,True,double-grape-giggles-510-thread-cartridge-juicy-hoots,https://ocs.ca/products/double-grape-giggles-510-thread-cartridge-juicy-hoots
Juicy Hoots,Melon Gulp Diamond Drizzle Cartridge,CO2 Cartridges,CO2,Hang Dry,31.95,1g,94.000000,99.000000,1.000000,Indica Dominant,,Heritage Cannabis West Corporation,British Columbia,online,Shared,True,double-melon-gulp-510-thread-cartridge-juicy-hoots-double-melon-gulp,https://ocs.ca/products/double-melon-gulp-510-thread-cartridge-juicy-hoots-double-melon-gulp
Kolab Project,Blue Passionfruit Diamonds 510 Thread Cartridge,Resin Cartridges,Ethanol,Rack and Tray,36.00,1g,95.000000,99.000000,5.000000,Hybrid,Alpha-Pinene,Auxly Inc.,Ontario,online,Shared,True,blue-passionfruit-diamonds-510-thread-cartridge-kolab-project-blue-passionfruit,https://ocs.ca/products/blue-passionfruit-diamonds-510-thread-cartridge-kolab-project-blue-passionfruit
Kolab Project,Guava OG Diamonds 510 Thread Cartridge,Distillate Cartridges,,Rack and Tray,36.00,1g,95.000000,99.000000,1.000000,Sativa Dominant,Caryophyllene,Auxly Inc.,Ontario,online,Shared,True,guava-og-diamonds-510-thread-cartridge-kolab-project-guava-og,https://ocs.ca/products/guava-og-diamonds-510-thread-cartridge-kolab-project-guava-og
Kolab Project,Liquid Live Resin 510 Thread Cartridge,Resin Cartridges,Hydrocarbon,Rack and Tray,52.10,1g,85.000000,91.000000,0.500000,Indica Dominant,Caryophyllene,Auxly Inc.,Ontario,in-store,Wholesale Only,False,liquid-live-resin-510-thread-cartridge-kolab-project,https://ocs.ca/products/liquid-live-resin-510-thread-cartridge-kolab-project
Kolab Project,Pineapple Heat Liquid Diamonds 510 Thread Cartridge,Live Cartridges,Ethanol,Hang Dry,36.00,1g,95.000000,99.000000,0.050000,Hybrid,Alpha-Pinene,Auxly Inc.,Ontario,in-store,Wholesale Only,False,pineapple-heat-liquid-diamonds-510-thread-cartridge-kolab-project,https://ocs.ca/products/pineapple-heat-liquid-diamonds-510-thread-cartridge-kolab-project
Kolab Project,Pink Lychee Diamonds 510 Thread Cartridge,Distillate Cartridges,,Rack and Tray,36.00,1g,95.000000,99.000000,1.000000,Indica Dominant,Alpha-Pinene,Auxly Inc.,Ontario,online,Shared,True,pink-lychee-diamonds-510-thread-cartridge-kolab-project-pink-lychee,https://ocs.ca/products/pink-lychee-diamonds-510-thread-cartridge-kolab-project-pink-lychee
Kolab Project,Sour Mango Liquid Diamonds 510 Thread Cartridge,Live Cartridges,Ethanol,Hang Dry,36.00,1g,95.000000,99.000000,0.050000,Indica Dominant,Beta-Caryophyllene,Auxly Inc.,Ontario,in-store,Wholesale Only,False,sour-mango-liquid-diamonds-510-thread-cartridge-kolab-project,https://ocs.ca/products/sour-mango-liquid-diamonds-510-thread-cartridge-kolab-project
Kolab Project,Strawberry Ice Diamonds 510 Thread Cartridge,Resin Cartridges,Ethanol,Rack and Tray,36.00,1g,95.000000,99.000000,5.000000,Sativa Dominant,Alpha-Pinene,Auxly Inc.,Ontario,online,Shared,True,strawberry-ice-diamonds-510-thread-cartridge-kolab-project-strawberry-ice,https://ocs.ca/products/strawberry-ice-diamonds-510-thread-cartridge-kolab-project-strawberry-ice
Kolab Project,Yuzu Honey Diamonds 510 Thread Cartridge,Distillate Cartridges,,Rack and Tray,36.00,1g,95.000000,99.000000,1.000000,Sativa Dominant,Alpha-Pinene,Auxly Inc.,Ontario,online,Shared,True,yuzu-honey-diamonds-510-thread-cartridge-kolab-project,https://ocs.ca/products/yuzu-honey-diamonds-510-thread-cartridge-kolab-project
Lamplighter,Blue Razz Cranked Liquid Diamond 510 Cart,Distillate Cartridges,CO2,Hang Dry,32.45,1g,91.000000,97.000000,6.000000,Sativa Dominant,Beta-Caryophyllene,ANC INC,Manitoba,in-store,Wholesale Only,False,blue-razzle-dazzle-liquid-diamond-510-thread-cartridge-lamplighter,https://ocs.ca/products/blue-razzle-dazzle-liquid-diamond-510-thread-cartridge-lamplighter
Lamplighter,Limelight (After Hours Mix) Liquid Diam 510 Thread Cartridge,Live Cartridges,Butane,Hang Dry,32.45,1g,95.000000,98.000000,5.000000,Indica Dominant,Beta-Caryophyllene,ANC INC,Alberta,in-store,Wholesale Only,False,limelight-after-hours-mix-liquid-diam-510-thread-cartridge-lamplighter,https://ocs.ca/products/limelight-after-hours-mix-liquid-diam-510-thread-cartridge-lamplighter
Lamplighter,STRAWBERRY STROBE Liquid Diamond 510 Thread Cartridge,Live Cartridges,Butane,Hang Dry,32.45,1g,95.000000,98.000000,5.000000,Hybrid,Beta-Caryophyllene,ANC INC,Alberta,in-store,Wholesale Only,False,strawberry-strobe-liquid-diamond-510-thread-cartridge-lamplighter,https://ocs.ca/products/strawberry-strobe-liquid-diamond-510-thread-cartridge-lamplighter
LITTI.,Grape Escape 510 Thread Cartridge,Distillate Cartridges,Ethanol,,32.85,1g,88.000000,94.000000,1.000000,Sativa Dominant,Caryophyllene,MERA CANNABIS CORP.,Ontario,in-store,Wholesale Only,False,grape-escape-510-thread-cartridge-litti,https://ocs.ca/products/grape-escape-510-thread-cartridge-litti
LITTI.,HELLA BUBBA. 510 Thread Cartridge,Distillate Cartridges,Ethanol,,32.85,1g,83.000000,89.000000,1.000000,Hybrid,Beta-Caryophyllene,MERA CANNABIS CORP.,Ontario,online,Shared,True,hella-bubba-510-thread-cartridge-litti,https://ocs.ca/products/hella-bubba-510-thread-cartridge-litti
LITTI.,Slappn' Berry 510 Thread Cartridge,Distillate Cartridges,Ethanol,Rack and Tray,32.85,1g,88.000000,94.000000,1.000000,Indica Dominant,Delta-Limonene,MERA CANNABIS CORP.,Ontario,online,Shared,True,slappn-berry-510-thread-cartridge-litti-blueberry-zlshie,https://ocs.ca/products/slappn-berry-510-thread-cartridge-litti-blueberry-zlshie
LITTI.,Watermelon Whammy Liquid Diamonds 510 Vape Cart,CO2 Cartridges,Butane,Hang Dry,34.85,1g,96.000000,99.000000,5.000000,Hybrid,Terpenes May Vary,MERA CANNABIS CORP.,Ontario,in-store,Wholesale Only,False,watermelon-whammy-liquid-diamonds-510-vape-cart-litti,https://ocs.ca/products/watermelon-whammy-liquid-diamonds-510-vape-cart-litti
Lord Jones,Gorilla Grape Liquid Diamonds x Live Re 510 Thread Cartridge,Resin Cartridges,Water,Hang Dry,40.00,1g,99.200000,99.200000,1.000000,Indica Dominant,Caryophyllene,PEACE NATURALS PROJECT INC.,Ontario,online,Shared,True,gorilla-grape-liquid-diamonds-x-live-re-510-thread-cartridge-lord-jones-gg4-x-vino-og,https://ocs.ca/products/gorilla-grape-liquid-diamonds-x-live-re-510-thread-cartridge-lord-jones-gg4-x-vino-og
Lord Jones,Orange Velvet Liquid Diamonds x Live Re 510 Thread Cartridge,Resin Cartridges,Water,Hang Dry,40.00,1g,99.200000,99.200000,1.000000,Sativa Dominant,Limonene,PEACE NATURALS PROJECT INC.,Ontario,online,Shared,True,orange-velvet-liquid-diamonds-x-live-re-510-thread-cartridge-lord-jones-sour-tangie-x-mandarin-sunset,https://ocs.ca/products/orange-velvet-liquid-diamonds-x-live-re-510-thread-cartridge-lord-jones-sour-tangie-x-mandarin-sunset
Lord Jones,Pink RNTZ Liquid Diamonds x Live Resin 510 Thread Cartridge,Live Cartridges,,,39.95,1g,96.000000,99.200000,6.000000,Sativa Dominant,Caryophyllene,,,in-store,Wholesale Only,False,pink-rntz-liquid-diamonds-x-live-resin-510-thread-cartridge-lord-jones,https://ocs.ca/products/pink-rntz-liquid-diamonds-x-live-resin-510-thread-cartridge-lord-jones
Lord Jones,Sour Blueberry Liquid Diamonds x Live R 510 Thread Cartridge,Live Cartridges,Water,Hang Dry,40.00,1g,99.200000,99.200000,1.000000,Hybrid,Limonene,PEACE NATURALS PROJECT INC.,Ontario,online,Shared,True,sour-blueberry-liquid-diamonds-x-live-r-510-thread-cartridge-lord-jones-sfv-og-kush-x-chem-4,https://ocs.ca/products/sour-blueberry-liquid-diamonds-x-live-r-510-thread-cartridge-lord-jones-sfv-og-kush-x-chem-4
Lune Rise Farms,2:1 CBD/THC Lemon Zest Pure Live Resin,Live Cartridges,,,39.90,1g,27.000000,33.000000,48.000000,Hybrid,Alpha-Humulene,Lune Rise Farms Inc.,Ontario,in-store,Wholesale Only,False,2-1-lemon-zest-pure-live-resin-510-cartridge-lune-rise-farms,https://ocs.ca/products/2-1-lemon-zest-pure-live-resin-510-cartridge-lune-rise-farms
Lune Rise Farms,Farmers’ Market Pure Live Resin 510 Vape,Live Cartridges,Hydrocarbon,Fresh Frozen,48.05,1g,78.000000,81.000000,0.250000,Indica Dominant,Alpha-Pinene,Lune Rise Farms Inc.,Ontario,in-store,Wholesale Only,False,farmers-market-pure-live-resin-510-vape-lune-rise-farms,https://ocs.ca/products/farmers-market-pure-live-resin-510-vape-lune-rise-farms
MTL Cannabis,Sage n' Sour 510 Thread Cartridge,Live Cartridges,Butane,Hang Dry,47.95,1g,76.000000,82.000000,6.000000,Sativa Dominant,Caryophyllene,MONTRÉAL CANNABIS MÉDICAL INC. d.b.a. MTL Cannabis,Quebec,in-store,Wholesale Only,False,sage-n-sour-510-thread-cartridge-mtl-cannabis-sage-n-sour,https://ocs.ca/products/sage-n-sour-510-thread-cartridge-mtl-cannabis-sage-n-sour
NightNight,Full Spectrum CBN+CBD 510 Thread Cartridge,Distillate Cartridges,Live Sift,Rack and Tray,29.95,1g,0.000000,0.000000,53.000000,Blend,Alpha-Bisabolol,Purileaf Brands Corporation,Ontario,online,Shared,True,full-spectrum-cbn-cbd-510-thread-cartridge-nightnight,https://ocs.ca/products/full-spectrum-cbn-cbd-510-thread-cartridge-nightnight
No Brand,The Indica Liquid Diamonds 510 Thread Cartridge,Distillate Cartridges,CO2,Hang Dry,34.00,1g,91.000000,97.000000,6.000000,Indica Dominant,Alpha-Myrcene,Canadian Clinical Cannabinoids Inc.,Ontario,in-store,Wholesale Only,False,liquid-diamonds-510-thread-cartridge-no-brand-gsc,https://ocs.ca/products/liquid-diamonds-510-thread-cartridge-no-brand-gsc
No Brand,The Sativa Liquid Diamonds 510 Thread Cartridge,Resin Cartridges,CO2,Hang Dry,34.40,1g,85.000000,90.000000,6.000000,Indica Dominant,Alpha-Humulene,Canadian Clinical Cannabinoids Inc.,Ontario,in-store,Wholesale Only,False,live-resin-510-thread-cartridge-no-brand-gsc,https://ocs.ca/products/live-resin-510-thread-cartridge-no-brand-gsc
Nugz,Flavour Bomb Atomic Peach Liquid Diamond 510 Vape,Resin Cartridges,Butane,Hang Dry,34.80,0.95g,89.000000,95.000000,6.000000,Blend,Terpenes May Vary,Cannara Biotech (Quebec) Inc.,Quebec,in-store,Wholesale Only,False,flavour-bomb-atomic-peach-liquid-diamond-510-vape-nugz,https://ocs.ca/products/flavour-bomb-atomic-peach-liquid-diamond-510-vape-nugz
Nugz,Flavour Bomb Watermelon Wave Liquid Diamond 510 Cartridge,Resin Cartridges,Butane,Hang Dry,34.80,0.95g,89.000000,95.000000,6.000000,Blend,Terpenes May Vary,Cannara Biotech (Quebec) Inc.,Quebec,in-store,Wholesale Only,False,flavour-bomb-watermelon-wave-liquid-diamond-510-cartridge-nugz,https://ocs.ca/products/flavour-bomb-watermelon-wave-liquid-diamond-510-cartridge-nugz
Nugz Vape,G Sherb Full Spectrum 510 Thread Cartridge,Resin Cartridges,Ethanol,Hang Dry,34.95,1g,82.000000,88.000000,1.000000,Indica Dominant,Camphene,Cannara Biotech (Quebec) Inc.,Quebec,online,Shared,True,g-sherb-510-thread-cartridge-nugz-blueberry-haze,https://ocs.ca/products/g-sherb-510-thread-cartridge-nugz-blueberry-haze
Nugz Vape,Lemon Linx Full Spectrum 510 Thread Cartridge,Resin Cartridges,,,34.95,1g,82.000000,88.000000,2.000000,Sativa Dominant,Humulene,Cannara Biotech (Quebec) Inc.,Quebec,in-store,Wholesale Only,False,lemon-linx-510-thread-cartridge-nugz,https://ocs.ca/products/lemon-linx-510-thread-cartridge-nugz
Orchid CBD,CBD RNTZ LIVE RESIN 510 Thread Cartridge,Live Cartridges,Butane,Fresh Frozen,40.00,1g,56.000000,72.000000,37.000000,Hybrid,Caryophyllene,Cannara Biotech (Quebec) Inc.,Quebec,online,Shared,True,cbd-rntz-live-resin-510-thread-cartridge-orchid-cbd,https://ocs.ca/products/cbd-rntz-live-resin-510-thread-cartridge-orchid-cbd
Papa's Herb,96+ Blueberry Zlshie Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Butane,Rack and Tray,39.95,0.95g,96.000000,99.000000,6.000000,Hybrid,Caryophyllene,Canadian Clinical Cannabinoids Inc.,Ontario,online,Shared,True,hybrid-blueberry-zlshie-liquid-diamond-510-thread-cartridge-papas-herb-blueberry-slushy,https://ocs.ca/products/hybrid-blueberry-zlshie-liquid-diamond-510-thread-cartridge-papas-herb-blueberry-slushy
Papa's Herb,CttnCndy Grape 95+Liquid Diamond 510 Thread Cartridge,Live Cartridges,Ethanol,Rack and Tray,39.95,0.95g,94.000000,98.000000,6.000000,Sativa Dominant,Limonene,Canadian Clinical Cannabinoids Inc.,Ontario,in-store,Wholesale Only,False,cttncndy-grape-95-liquid-diamond-510-thread-cartridge-papas-herb-cotton-candy-x-grape-god,https://ocs.ca/products/cttncndy-grape-95-liquid-diamond-510-thread-cartridge-papas-herb-cotton-candy-x-grape-god
Papa's Herb,Sativa Fruit Punch Liquid Diamond 510 Thread Cartridge,Resin Cartridges,Butane,Rack and Tray,39.95,0.95g,96.000000,99.000000,6.000000,Sativa Dominant,Caryophyllene,Canadian Clinical Cannabinoids Inc.,Ontario,online,Shared,True,sativa-fruit-punch-liquid-diamond-510-thread-cartridge-papas-herb,https://ocs.ca/products/sativa-fruit-punch-liquid-diamond-510-thread-cartridge-papas-herb
Pepe,Espresso 'Tini Liquid Diamonds 510 Thread Cartridge,Distillate Cartridges,CO2,Rack and Tray,39.60,1g,88.000000,94.000000,0.000000,Sativa Dominant,Caryophyllene,MEDICAL SAINTS LTD.,Ontario,in-store,Wholesale Only,False,espresso-tini-liquid-diamonds-510-thread-cartridge-pepe-espresso,https://ocs.ca/products/espresso-tini-liquid-diamonds-510-thread-cartridge-pepe-espresso
Pepe,Lemon Freeze Live Resin 510 Thread Cartridge,Live Cartridges,Hydrocarbon,Rack and Tray,34.90,1g,75.000000,81.000000,6.000000,Indica Dominant,Alpha-Pinene,Medical Saints Ltd.,Ontario,in-store,Wholesale Only,False,lemon-freeze-live-resin-510-thread-cartridge-pepe-lemon-mintz-x-el-jefe-pink,https://ocs.ca/products/lemon-freeze-live-resin-510-thread-cartridge-pepe-lemon-mintz-x-el-jefe-pink
Pepe,Mjito Ice Liquid Diamonds 510 Thread Cartridge,Distillate Cartridges,CO2,Rack and Tray,39.60,1g,88.000000,94.000000,0.000000,Sativa Dominant,Beta-Caryophyllene,MEDICAL SAINTS LTD.,Ontario,in-store,Wholesale Only,False,mjito-ice-liquid-diamonds-510-thread-cartridge-pepe-mojito-ice,https://ocs.ca/products/mjito-ice-liquid-diamonds-510-thread-cartridge-pepe-mojito-ice
Platinum,Blue Razz Liquid Diamond 510 Thread Cartridge,CO2 Cartridges,Butane,Hang Dry,33.00,1g,97.000000,99.900000,1.000000,Indica Dominant,Caryophyllene,Emblem Cannabis Corporation,Ontario,in-store,Wholesale Only,False,blue-razz-liquid-diamond-510-thread-cartridge-platinum-1,https://ocs.ca/products/blue-razz-liquid-diamond-510-thread-cartridge-platinum-1
Platinum,Passionfruit GLTO Liquid Diamond 510 Thread Cartridge,Live Cartridges,Butane,Hang Dry,33.00,1g,95.000000,99.000000,1.000000,Hybrid,Caryophyllene,EMBLEM CANNABIS CORP.,Ontario,in-store,Wholesale Only,False,passionfruit-glto-liquid-diamond-510-thread-cartridge-platinum,https://ocs.ca/products/passionfruit-glto-liquid-diamond-510-thread-cartridge-platinum
Platinum,Pink Lemon Razz Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Butane,Hang Dry,33.00,1g,97.000000,99.900000,1.000000,Hybrid,Limonene,Emblem Cannabis Corporation,Ontario,in-store,Wholesale Only,False,pink-lemon-razz-liquid-diamond-510-thread-cartridge-platinum,https://ocs.ca/products/pink-lemon-razz-liquid-diamond-510-thread-cartridge-platinum
Platinum,Poppin' Peach Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Butane,Hang Dry,33.00,1g,97.000000,99.900000,1.000000,Sativa Dominant,Caryophyllene,Emblem Cannabis Corporation,Ontario,online,Shared,True,poppin-peach-liquid-diamond-510-thread-cartridge-platinum-1,https://ocs.ca/products/poppin-peach-liquid-diamond-510-thread-cartridge-platinum-1
Platinum,Viper's Venom Liquid Diamond 510 Thread Cartridge,CO2 Cartridges,Butane,Hang Dry,33.00,1g,97.000000,99.900000,1.000000,Indica Dominant,Caryophyllene,Emblem Cannabis Corporation,Ontario,online,Shared,True,vipers-venom-liquid-diamond-510-thread-cartridge-platinum-1,https://ocs.ca/products/vipers-venom-liquid-diamond-510-thread-cartridge-platinum-1
Platinum,White Rntz FSE Resin 510 Thread Cartridge,Resin Cartridges,Butane,,34.95,1g,75.000000,81.000000,1.000000,Sativa Dominant,Caryophyllene,EMBLEM CANNABIS CORP.,Ontario,in-store,Wholesale Only,False,astral-haze-fse-resin-510-thread-cartridge-platinum-space-cake,https://ocs.ca/products/astral-haze-fse-resin-510-thread-cartridge-platinum-space-cake
Port North,Full Spectrum Live Rosin Syrup,Rosin Cartridges,Water,Fresh Frozen,29.50,0.5g,65.000000,87.000000,5.000000,Hybrid,Alpha-Caryophyllene,LUNE RISE FARMS INC.,Ontario,in-store,Wholesale Only,False,triangle-kush-tk3k-full-spectrum-live-rosin-syrup-510-cart-port-north,https://ocs.ca/products/triangle-kush-tk3k-full-spectrum-live-rosin-syrup-510-cart-port-north
PORTAL,Lunar Lychee Liquid Diamond 510 Thread Cartridge,Resin Cartridges,Butane,Hang Dry,38.55,0.95g,95.000000,99.000000,1.000000,Indica Dominant,Alpha-Bisabolol,APHRIA INC.,Ontario,in-store,Wholesale Only,False,lunar-lychee-liquid-diamond-510-thread-cartridge-portal,https://ocs.ca/products/lunar-lychee-liquid-diamond-510-thread-cartridge-portal
Portal,Redshift Berry Lemonade Liquid Diamond 510 Thread Cartridge,Resin Cartridges,Butane,Hang Dry,38.55,0.95g,95.000000,99.000000,1.000000,Sativa Dominant,Alpha-Pinene,APHRIA INC.,Ontario,in-store,Wholesale Only,False,redshift-berry-lemonade-liquid-diamond-510-thread-cartridge-portal,https://ocs.ca/products/redshift-berry-lemonade-liquid-diamond-510-thread-cartridge-portal
PORTAL,Troppy Trip Liquid Diamond 510 Thread Cartridge,Resin Cartridges,Butane,Hang Dry,38.55,0.95g,95.000000,99.000000,1.000000,Sativa Dominant,Beta-Caryophyllene,APHRIA INC.,Ontario,online,Shared,True,sloppy-troppy-liquid-diamond-510-thread-cartridge-portal,https://ocs.ca/products/sloppy-troppy-liquid-diamond-510-thread-cartridge-portal
Pura Vida,Niagara Nuken Live Resin 510 Thread Cartridge,Resin Cartridges,Butane,Fresh Frozen,68.65,1g,78.000000,83.000000,1.000000,Indica Dominant,Caryophyllene,Heritage Cannabis West Corporation,Ontario,in-store,Wholesale Only,False,niagara-nuken-live-resin-510-thread-cartridge-pura-vida,https://ocs.ca/products/niagara-nuken-live-resin-510-thread-cartridge-pura-vida
Pura Vida,Pineapple Express Live Resin Cartridge,Resin Cartridges,Butane,Rack and Tray,29.95,1g,78.000000,84.000000,1.000000,Sativa Dominant,Terpenes May Vary,Heritage Cannabis West Corporation,British Columbia,online,Shared,True,pineapple-express-live-resin-cartridge-pura-vida,https://ocs.ca/products/pineapple-express-live-resin-cartridge-pura-vida
PURE ROSIN,Live Hash Rosin Vape - Strain Specific,Rosin Cartridges,Heat,,58.95,1g,71.000000,77.000000,3.000000,Sativa Dominant,Terpenes May Vary,719953 NB Inc. d.b.a. Greenherb Farms,New Brunswick,in-store,Wholesale Only,False,100-pure-rosin-sativa-510-thread-cartridge-greenherb,https://ocs.ca/products/100-pure-rosin-sativa-510-thread-cartridge-greenherb
Pure Sunfarms,Pink Kush Cured Resin Vape 510 Thread Cartridge,Resin Cartridges,Ethanol,Hang Dry,39.95,1g,80.000000,86.000000,1.000000,Indica Dominant,Caryophyllene,PURE SUNFARMS CANADA CORP.,British Columbia,in-store,Wholesale Only,False,pink-kush-cured-resin-vape-510-thread-cartridge-pure-sunfarms-og-kush-lineage,https://ocs.ca/products/pink-kush-cured-resin-vape-510-thread-cartridge-pure-sunfarms-og-kush-lineage
Purple Hills,95+ Liquid Diamonds – Creemore Royale 510 Thread Cartridge,Resin Cartridges,Butane,Fresh Frozen,34.95,1g,95.000000,98.000000,6.000000,Indica Dominant,Caryophyllene,Agripharm Corp,Ontario,online,Shared,True,95-liquid-diamonds-creemore-royale-510-thread-cartridge-purple-hills-creemore-royale,https://ocs.ca/products/95-liquid-diamonds-creemore-royale-510-thread-cartridge-purple-hills-creemore-royale
Purple Hills,95+ Liquid Diamonds – Orangeade 510 Thread Cartridge,Live Cartridges,Butane,Fresh Frozen,34.95,1g,95.000000,98.000000,2.000000,Sativa Dominant,Caryophyllene,Agripharm Corp,Ontario,in-store,Wholesale Only,False,95-liquid-diamonds-orangeade-510-thread-cartridge-purple-hills-orangeade,https://ocs.ca/products/95-liquid-diamonds-orangeade-510-thread-cartridge-purple-hills-orangeade
Purple Hills,Creemore Valley Kush Live Resin 510 Thread Cartridge,Resin Cartridges,Butane,,44.50,1g,69.000000,75.000000,2.000000,Indica Dominant,,Agripharm Corp,Ontario,in-store,Wholesale Only,False,creemore-valley-kush-live-resin-510-thread-cartridge-purple-hills,https://ocs.ca/products/creemore-valley-kush-live-resin-510-thread-cartridge-purple-hills
Purple Hills,Live Resin – Red Hot C. 510 Thread Cartridge,Live Cartridges,Butane,Fresh Frozen,44.50,1g,81.000000,87.000000,2.000000,Sativa Dominant,Caryophyllene,Agripharm Corp,Ontario,in-store,Wholesale Only,False,live-resin-red-hot-c-510-thread-cartridge-purple-hills-red-hot-cookies,https://ocs.ca/products/live-resin-red-hot-c-510-thread-cartridge-purple-hills-red-hot-cookies
Purple Hills,Live Resin – Gorilla Z. XL 510 Thread Cartridge,Live Cartridges,Hydrocarbon,Fresh Frozen,47.50,1.2g,74.000000,80.000000,6.000000,Indica Dominant,Caryophyllene,Agripharm Corp,Ontario,in-store,Wholesale Only,False,live-resin-gorilla-zkittles-xl-510-thread-cartridge-purple-hills-gorilla-zkittles,https://ocs.ca/products/live-resin-gorilla-zkittles-xl-510-thread-cartridge-purple-hills-gorilla-zkittles
Purple Hills,Orangeade Live Resin 510 Thread Cartridge,Live Cartridges,Butane,Fresh Frozen,44.50,1g,70.000000,76.000000,2.000000,Sativa Dominant,Caryophyllene,Agripharm Corp,Ontario,online,Shared,True,orangeade-live-resin-510-thread-cartridge-purple-hills,https://ocs.ca/products/orangeade-live-resin-510-thread-cartridge-purple-hills
Queen of Bud,Aventurine Liquid Crystals 510 Thread Cartridge,Resin Cartridges,Butane,Fresh Frozen,36.00,1g,96.000000,99.000000,4.000000,Sativa Dominant,Beta-Caryophyllene,CannaPiece Corp.,Ontario,in-store,Wholesale Only,False,qob-aventurine-liquid-crystals-510-thread-cartridge-queen-of-bud-aventurine,https://ocs.ca/products/qob-aventurine-liquid-crystals-510-thread-cartridge-queen-of-bud-aventurine
Queen of Bud,Blue Topaz Liquid Crystals 510 Thread Cartridge,Resin Cartridges,Butane,Fresh Frozen,39.95,1g,96.000000,99.000000,2.000000,Indica Dominant,Beta-Caryophyllene,CannaPiece Corp.,Ontario,in-store,Wholesale Only,False,blue-topaz-liquid-crystals-510-thread-cartridge-queen-of-bud-blue-topaz,https://ocs.ca/products/blue-topaz-liquid-crystals-510-thread-cartridge-queen-of-bud-blue-topaz
Queen of Bud,Red Jasper Liquid Crystals 510 Thread Cartridge,Resin Cartridges,Butane,Fresh Frozen,36.00,1g,96.000000,99.000000,4.000000,Hybrid,Beta-Caryophyllene,CannaPiece Corp.,Ontario,in-store,Wholesale Only,False,red-jasper-liquid-crystals-510-thread-cartridge-queen-of-bud-red-jasper,https://ocs.ca/products/red-jasper-liquid-crystals-510-thread-cartridge-queen-of-bud-red-jasper
Queen of Bud,Rose Quartz Liquid Crystals 510 Thread Cartridge,Resin Cartridges,Butane,Fresh Frozen,39.95,1g,96.000000,99.000000,2.000000,Sativa Dominant,Delta-Limonene,CannaPiece Corp.,Ontario,in-store,Wholesale Only,False,rose-quartz-liquid-crystals-510-thread-cartridge-queen-of-bud-rose-quartz,https://ocs.ca/products/rose-quartz-liquid-crystals-510-thread-cartridge-queen-of-bud-rose-quartz
Queen of Bud,Sunstone Liquid Crystals 510 Thread Cartridge,Resin Cartridges,Butane,Fresh Frozen,36.00,1g,96.000000,99.000000,4.000000,Indica Dominant,Beta-Caryophyllene,CannaPiece Corp.,Ontario,in-store,Wholesale Only,False,sunstone-liquid-crystals-510-thread-cartridge-queen-of-bud-sun-stone,https://ocs.ca/products/sunstone-liquid-crystals-510-thread-cartridge-queen-of-bud-sun-stone
Queen of the Underground,C Apple Live Resin 510 thread cartridge,Live Cartridges,Butane,Fresh Frozen,59.30,2g,45.000000,50.000000,1.000000,Sativa Dominant,Caryophyllene,Atlantic Cultivation Limited,Newfoundland and Labrador,in-store,Wholesale Only,False,c-apple-live-resin-510-thread-cartridge-queen-of-the-underground-candy-apple,https://ocs.ca/products/c-apple-live-resin-510-thread-cartridge-queen-of-the-underground-candy-apple
Qwest,Georgia Pi Live Resin 510 Thread Cartridge,Live Cartridges,Butane,Fresh Frozen,47.15,1g,74.000000,80.000000,2.000000,Hybrid,Caryophyllene,WestLeaf Labs LP,British Columbia,in-store,Wholesale Only,False,georgia-pi-live-resin-510-thread-cartridge-qwest-gellati-x-kush-mintz,https://ocs.ca/products/georgia-pi-live-resin-510-thread-cartridge-qwest-gellati-x-kush-mintz
Redecan,Amped Live Resin Blueberry DNTS 510 Thread Cartridge,Live Cartridges,Butane,Hang Dry,45.85,1g,89.000000,95.000000,6.000000,Hybrid,Alpha-Humulene,APHRIA INC.,Ontario,online,Shared,True,amped-live-resin-blueberry-dnts-510-thread-cartridge-redecan-blueberry-donuts,https://ocs.ca/products/amped-live-resin-blueberry-dnts-510-thread-cartridge-redecan-blueberry-donuts
Redecan,Amped Live Resin Space Age CK 510 Thread Cartridge,Live Cartridges,Butane,Hang Dry,45.85,1g,89.000000,95.000000,6.000000,Indica Dominant,Alpha-Humulene,APHRIA INC.,Ontario,online,Shared,True,amped-live-resin-space-age-ck-510-thread-cartridge-redecan-space-age-cake,https://ocs.ca/products/amped-live-resin-space-age-ck-510-thread-cartridge-redecan-space-age-cake
Ripped,Liquid Diamond Blood Orange Tangie 510 Thread Cartridge,Distillate Cartridges,Ethanol,,29.95,0.95g,95.000000,98.000000,1.000000,Indica Dominant,Beta-Caryophyllene,WEED ME INC,Ontario,in-store,Wholesale Only,False,blood-orange-tangie-510-thread-cartridge-ripped,https://ocs.ca/products/blood-orange-tangie-510-thread-cartridge-ripped
Ripped,Liquid Diamond Pink Grapefruit 510 Thread Cartridge,Distillate Cartridges,,,29.95,0.95g,95.000000,98.000000,1.000000,Sativa Dominant,Caryophyllene,WEED ME INC,Nunavut,in-store,Wholesale Only,False,pink-grapefruit-510-thread-cartridge-ripped,https://ocs.ca/products/pink-grapefruit-510-thread-cartridge-ripped
